Class,Order,Family,Genus,Species,1,2,3,4,5,6,7,8,9,10,category_at_start,num_assessments,category_at_end,numeric_category_at_start,numeric_category_at_end,Delta_Status,is_geniune,to_check
MAMMALIA,RODENTIA,MURIDAE,Thamnomys,Thamnomys venustus,VU,LC,NA,NA,NA,NA,NA,NA,NA,NA,VU,2,LC,2,0,2,non-genuine,No
MAMMALIA,RODENTIA,CRICETIDAE,Thomasomys,Thomasomys incanus,VU,LC,NA,NA,NA,NA,NA,NA,NA,NA,VU,2,LC,2,0,2,non-genuine,No
MAMMALIA,RODENTIA,CRICETIDAE,Thomasomys,Thomasomys ischyrus,VU,LC,NA,NA,NA,NA,NA,NA,NA,NA,VU,2,LC,2,0,2,non-genuine,No
MAMMALIA,RODENTIA,CRICETIDAE,Thomasomys,Thomasomys kalinowskii,VU,LC,NA,NA,NA,NA,NA,NA,NA,NA,VU,2,LC,2,0,2,non-genuine,No
ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Trachurus,Trachurus trachurus,VU,LC,NA,NA,NA,NA,NA,NA,NA,NA,VU,2,LC,2,0,2,non-genuine,No
REPTILIA,SQUAMATA,SCINCIDAE,Tribolonotus,Tribolonotus blanchardi,VU,LC,NA,NA,NA,NA,NA,NA,NA,NA,VU,2,LC,2,0,2,non-genuine,No
MAMMALIA,RODENTIA,ECHIMYIDAE,Trinomys,Trinomys eliasi,EN,NT,NA,NA,NA,NA,NA,NA,NA,NA,EN,2,NT,3,1,2,non-genuine,No
REPTILIA,SQUAMATA,CHAMAELEONIDAE,Trioceros,Trioceros incornutus,VU,LC,NA,NA,NA,NA,NA,NA,NA,NA,VU,2,LC,2,0,2,non-genuine,No
AVES,PASSERIFORMES,TROGLODYTIDAE,Troglodytes,Troglodytes cobbi,VU,VU,VU,LC,NA,NA,NA,NA,NA,NA,VU,4,LC,2,0,2,non-genuine,check all changes
MAMMALIA,RODENTIA,MURIDAE,Uromys,Uromys neobritannicus,EN,NT,NT,NA,NA,NA,NA,NA,NA,NA,EN,3,NT,3,1,2,genuine,check all changes
ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Vanacampus,Vanacampus vercoi,VU,LC,NA,NA,NA,NA,NA,NA,NA,NA,VU,2,LC,2,0,2,non-genuine,No
MAMMALIA,CARNIVORA,CANIDAE,Vulpes,Vulpes cana,VU,LC,NA,NA,NA,NA,NA,NA,NA,NA,VU,2,LC,2,0,2,non-genuine,No
MAMMALIA,MONOTREMATA,TACHYGLOSSIDAE,Zaglossus,Zaglossus bartoni,CR,VU,NA,NA,NA,NA,NA,NA,NA,NA,CR,2,VU,4,2,2,non-genuine,No
AVES,PASSERIFORMES,ZOSTEROPIDAE,Zosterops,Zosterops tenuirostris,EN,NT,NT,NT,NA,NA,NA,NA,NA,NA,EN,4,NT,3,1,2,non-genuine,check all changes
MAMMALIA,RODENTIA,CRICETIDAE,Abrothrix,Abrothrix illutea,NT,LC,NA,NA,NA,NA,NA,NA,NA,NA,NT,2,LC,1,0,1,non-genuine,No
MAMMALIA,CARNIVORA,FELIDAE,Acinonyx,Acinonyx jubatus,EN,VU,NA,NA,NA,NA,NA,NA,NA,NA,EN,2,VU,3,2,1,non-genuine,No
REPTILIA,SQUAMATA,SCINCIDAE,Acontias,Acontias breviceps,NT,LC,LC,NA,NA,NA,NA,NA,NA,NA,NT,3,LC,1,0,1,non-genuine,check all changes
AVES,PASSERIFORMES,ACROCEPHALIDAE,Acrocephalus,Acrocephalus brevipennis,EN,EN,EN,VU,NA,NA,NA,NA,NA,NA,EN,4,VU,3,2,1,non-genuine,check all changes
AVES,PASSERIFORMES,ACROCEPHALIDAE,Acrocephalus,Acrocephalus sechellensis,VU,VU,NT,NT,NA,NA,NA,NA,NA,NA,VU,4,NT,2,1,1,genuine,check all changes
AVES,PASSERIFORMES,LEIOTRICHIDAE,Actinodura,Actinodura sodangorum,VU,VU,NT,NT,NA,NA,NA,NA,NA,NA,VU,4,NT,2,1,1,non-genuine,check all changes
AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,Afrixalus spinifrons,NT,LC,NA,NA,NA,NA,NA,NA,NA,NA,NT,2,LC,1,0,1,genuine,No
AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,Afrixalus uluguruensis,EN,VU,NA,NA,NA,NA,NA,NA,NA,NA,EN,2,VU,3,2,1,non-genuine,No
REPTILIA,SQUAMATA,GEKKONIDAE,Afroedura,Afroedura hawequensis,NT,LC,NA,NA,NA,NA,NA,NA,NA,NA,NT,2,LC,1,0,1,non-genuine,No
REPTILIA,SQUAMATA,GEKKONIDAE,Afroedura,Afroedura multiporis,VU,NT,NA,NA,NA,NA,NA,NA,NA,NA,VU,2,NT,2,1,1,non-genuine,No
AMPHIBIA,ANURA,MANTELLIDAE,Aglyptodactylus,Aglyptodactylus laticeps,EN,VU,NA,NA,NA,NA,NA,NA,NA,NA,EN,2,VU,3,2,1,non-genuine,No
MAMMALIA,CARNIVORA,URSIDAE,Ailuropoda,Ailuropoda melanoleuca,EN,VU,NA,NA,NA,NA,NA,NA,NA,NA,EN,2,VU,3,2,1,genuine,No
AVES,PASSERIFORMES,PASSERELLIDAE,Aimophila,Aimophila notosticta,NT,NT,LC,LC,NA,NA,NA,NA,NA,NA,NT,4,LC,1,0,1,non-genuine,check all changes
ACTINOPTERYGII,ALBULIFORMES,ALBULIDAE,Albula,Albula vulpes,NT,LC,NA,NA,NA,NA,NA,NA,NA,NA,NT,2,LC,1,0,1,non-genuine,No
MAMMALIA,RODENTIA,DIPODIDAE,Allactaga,Allactaga williamsi,NT,LC,NA,NA,NA,NA,NA,NA,NA,NA,NT,2,LC,1,0,1,non-genuine,No
AVES,CAPRIMULGIFORMES,TROCHILIDAE,Amazilia,Amazilia castaneiventris,CR,EN,EN,EN,NA,NA,NA,NA,NA,NA,CR,4,EN,4,3,1,non-genuine,check all changes
AVES,CAPRIMULGIFORMES,TROCHILIDAE,Amazilia,Amazilia luciae,CR,CR,CR,EN,EN,EN,NA,NA,NA,NA,CR,6,EN,4,3,1,non-genuine,check all changes
AVES,PSITTACIFORMES,PSITTACIDAE,Amazona,Amazona brasiliensis,VU,VU,VU,VU,NT,NA,NA,NA,NA,NA,VU,5,NT,2,1,1,genuine,check all changes
AVES,PSITTACIFORMES,PSITTACIDAE,Amazona,Amazona rhodocorytha,EN,EN,EN,EN,VU,NA,NA,NA,NA,NA,EN,5,VU,3,2,1,non-genuine,check all changes
AMPHIBIA,CAUDATA,AMBYSTOMATIDAE,Ambystoma,Ambystoma lermaense,CR,EN,NA,NA,NA,NA,NA,NA,NA,NA,CR,2,EN,4,3,1,non-genuine,No
MAMMALIA,CHIROPTERA,FURIPTERIDAE,Amorphochilus,Amorphochilus schnablii,EN,VU,NA,NA,NA,NA,NA,NA,NA,NA,EN,2,VU,3,2,1,genuine,No
REPTILIA,SQUAMATA,AMPHISBAENIDAE,Amphisbaena,Amphisbaena schmidti,NT,LC,NA,NA,NA,NA,NA,NA,NA,NA,NT,2,LC,1,0,1,non-genuine,No
REPTILIA,SQUAMATA,GYMNOPHTHALMIDAE,Anadia,Anadia pulchella,VU,NT,NA,NA,NA,NA,NA,NA,NA,NA,VU,2,NT,2,1,1,non-genuine,No
AVES,ANSERIFORMES,ANATIDAE,Anas,Anas nesiotis,CR,CR,CR,EN,EN,EN,EN,NA,NA,NA,CR,7,EN,4,3,1,genuine,check all changes
AMPHIBIA,ANURA,DENDROBATIDAE,Andinobates,Andinobates tolimensis,EN,VU,NA,NA,NA,NA,NA,NA,NA,NA,EN,2,VU,3,2,1,genuine,No
AMPHIBIA,ANURA,PYXICEPHALIDAE,Anhydrophryne,Anhydrophryne ngongoniensis,CR,EN,EN,NA,NA,NA,NA,NA,NA,NA,CR,3,EN,4,3,1,non-genuine,check all changes
AVES,PSITTACIFORMES,PSITTACIDAE,Anodorhynchus,Anodorhynchus hyacinthinus,EN,EN,EN,VU,VU,NA,NA,NA,NA,NA,EN,5,VU,3,2,1,genuine,check all changes
AVES,PSITTACIFORMES,PSITTACIDAE,Anodorhynchus,Anodorhynchus leari,CR,EN,EN,EN,EN,NA,NA,NA,NA,NA,CR,5,EN,4,3,1,genuine,check all changes
MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Anoura,Anoura cultrata,NT,LC,NA,NA,NA,NA,NA,NA,NA,NA,NT,2,LC,1,0,1,genuine,No
AVES,PASSERIFORMES,MOTACILLIDAE,Anthus,Anthus melindae,NT,NT,LC,LC,NA,NA,NA,NA,NA,NA,NT,4,LC,1,0,1,non-genuine,check all changes
MAMMALIA,CETARTIODACTYLA,BOVIDAE,Antilope,Antilope cervicapra,NT,LC,NA,NA,NA,NA,NA,NA,NA,NA,NT,2,LC,1,0,1,non-genuine,No
AVES,CAPRIMULGIFORMES,CAPRIMULGIDAE,Antrostomus,Antrostomus noctitherus,CR,CR,CR,EN,EN,EN,NA,NA,NA,NA,CR,6,EN,4,3,1,non-genuine,check all changes
AVES,TROGONIFORMES,TROGONIDAE,Apalharpactes,Apalharpactes reinwardtii,EN,EN,VU,VU,NA,NA,NA,NA,NA,NA,EN,4,VU,3,2,1,non-genuine,check all changes
AVES,PASSERIFORMES,CISTICOLIDAE,Apalis,Apalis chariessa,VU,VU,VU,NT,NA,NA,NA,NA,NA,NA,VU,4,NT,2,1,1,non-genuine,check all changes
AVES,PASSERIFORMES,ZOSTEROPIDAE,Apalopteron,Apalopteron familiare,VU,VU,NT,NT,NA,NA,NA,NA,NA,NA,VU,4,NT,2,1,1,non-genuine,check all changes
AVES,PASSERIFORMES,STURNIDAE,Aplonis,Aplonis brunneicapillus,EN,EN,EN,VU,NA,NA,NA,NA,NA,NA,EN,4,VU,3,2,1,non-genuine,check all changes
MAMMALIA,RODENTIA,MURIDAE,Apomys,Apomys insignis,NT,LC,LC,NA,NA,NA,NA,NA,NA,NA,NT,3,LC,1,0,1,non-genuine,check all changes
REPTILIA,SQUAMATA,DIPSADIDAE,Apostolepis,Apostolepis multicincta,NT,LC,NA,NA,NA,NA,NA,NA,NA,NA,NT,2,LC,1,0,1,non-genuine,No
AVES,STRUTHIONIFORMES,APTERYGIDAE,Apteryx,Apteryx mantelli,EN,EN,VU,NA,NA,NA,NA,NA,NA,NA,EN,3,VU,3,2,1,non-genuine,check all changes
AVES,STRUTHIONIFORMES,APTERYGIDAE,Apteryx,Apteryx rowi,EN,EN,VU,NA,NA,NA,NA,NA,NA,NA,EN,3,VU,3,2,1,non-genuine,check all changes
AVES,GALLIFORMES,PHASIANIDAE,Arborophila,Arborophila crudigularis,NT,NT,LC,LC,NA,NA,NA,NA,NA,NA,NT,4,LC,1,0,1,non-genuine,check all changes
AVES,GALLIFORMES,PHASIANIDAE,Arborophila,Arborophila gingica,VU,NT,NT,NA,NA,NA,NA,NA,NA,NA,VU,3,NT,2,1,1,non-genuine,check all changes
MAMMALIA,CARNIVORA,OTARIIDAE,Arctocephalus,Arctocephalus philippii,NT,LC,NA,NA,NA,NA,NA,NA,NA,NA,NT,2,LC,1,0,1,genuine,No
MAMMALIA,CARNIVORA,OTARIIDAE,Arctocephalus,Arctocephalus townsendi,NT,LC,NA,NA,NA,NA,NA,NA,NA,NA,NT,2,LC,1,0,1,genuine,No
AVES,OTIDIFORMES,OTIDIDAE,Ardeotis,Ardeotis australis,NT,LC,LC,NA,NA,NA,NA,NA,NA,NA,NT,3,LC,1,0,1,non-genuine,check all changes
AMPHIBIA,ANURA,ARTHROLEPTIDAE,Arthroleptis,Arthroleptis francei,EN,VU,NA,NA,NA,NA,NA,NA,NA,NA,EN,2,VU,3,2,1,non-genuine,No
AVES,PASSERIFORMES,FURNARIIDAE,Asthenes,Asthenes luizae,VU,NT,NT,NT,NA,NA,NA,NA,NA,NA,VU,4,NT,2,1,1,non-genuine,check all changes
AMPHIBIA,ANURA,BUFONIDAE,Atelopus,Atelopus carrikeri,CR,EN,NA,NA,NA,NA,NA,NA,NA,NA,CR,2,EN,4,3,1,genuine,No
AMPHIBIA,ANURA,BUFONIDAE,Atelopus,Atelopus epikeisthos,CR,EN,NA,NA,NA,NA,NA,NA,NA,NA,CR,2,EN,4,3,1,non-genuine,No
AMPHIBIA,ANURA,BUFONIDAE,Atelopus,Atelopus exiguus,CR,EN,NA,NA,NA,NA,NA,NA,NA,NA,CR,2,EN,4,3,1,genuine,No
AVES,PASSERIFORMES,PASSERELLIDAE,Atlapetes,Atlapetes pallidiceps,CR,CR,CR,EN,EN,EN,NA,NA,NA,NA,CR,6,EN,4,3,1,genuine,check all changes
AVES,CAPRIMULGIFORMES,TROCHILIDAE,Augastes,Augastes scutatus,NT,NT,NT,LC,NA,NA,NA,NA,NA,NA,NT,4,LC,1,0,1,non-genuine,check all changes
MAMMALIA,CETARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,Balaenoptera physalus,EN,VU,VU,NA,NA,NA,NA,NA,NA,NA,EN,3,VU,3,2,1,non-genuine,check all changes
MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Balantiopteryx,Balantiopteryx infusca,EN,VU,NA,NA,NA,NA,NA,NA,NA,NA,EN,2,VU,3,2,1,non-genuine,No
ACTINOPTERYGII,TETRAODONTIFORMES,BALISTIDAE,Balistes,Balistes capriscus,VU,DD,NT,NA,NA,NA,NA,NA,NA,NA,VU,3,NT,2,1,1,non-genuine,check all changes
AVES,PASSERIFORMES,PLATYSTEIRIDAE,Batis,Batis minima,NT,NT,NT,LC,NA,NA,NA,NA,NA,NA,NT,4,LC,1,0,1,non-genuine,check all changes
MAMMALIA,RODENTIA,MURIDAE,Batomys,Batomys granti,NT,LC,NA,NA,NA,NA,NA,NA,NA,NA,NT,2,LC,1,0,1,non-genuine,No
REPTILIA,SQUAMATA,VIPERIDAE,Bitis,Bitis albanica,CR,EN,NA,NA,NA,NA,NA,NA,NA,NA,CR,2,EN,4,3,1,non-genuine,No
AVES,PASSERIFORMES,PYCNONOTIDAE,Bleda,Bleda eximius,VU,NT,NT,NT,NA,NA,NA,NA,NA,NA,VU,4,NT,2,1,1,non-genuine,check all changes
AMPHIBIA,ANURA,MANTELLIDAE,Boehmantis,Boehmantis microtympanum,EN,VU,NA,NA,NA,NA,NA,NA,NA,NA,EN,2,VU,3,2,1,non-genuine,No
AMPHIBIA,ANURA,MANTELLIDAE,Boophis,Boophis axelmeyeri,NT,VU,LC,NA,NA,NA,NA,NA,NA,NA,NT,3,LC,1,0,1,non-genuine,check all changes
AVES,PASSERIFORMES,PYCNONOTIDAE,Brachypodius,Brachypodius fuscoflavescens,NT,LC,LC,NA,NA,NA,NA,NA,NA,NA,NT,3,LC,1,0,1,non-genuine,check all changes
MAMMALIA,RODENTIA,NESOMYIDAE,Brachytarsomys,Brachytarsomys villosa,EN,VU,NA,NA,NA,NA,NA,NA,NA,NA,EN,2,VU,3,2,1,non-genuine,No
REPTILIA,SQUAMATA,CHAMAELEONIDAE,Bradypodion,Bradypodion kentanicum,VU,NT,NA,NA,NA,NA,NA,NA,NA,NA,VU,2,NT,2,1,1,non-genuine,No
REPTILIA,SQUAMATA,CHAMAELEONIDAE,Bradypodion,Bradypodion melanocephalum,VU,NT,NA,NA,NA,NA,NA,NA,NA,NA,VU,2,NT,2,1,1,non-genuine,No
REPTILIA,SQUAMATA,CHAMAELEONIDAE,Bradypodion,Bradypodion pumilum,VU,NT,NA,NA,NA,NA,NA,NA,NA,NA,VU,2,NT,2,1,1,non-genuine,No
MAMMALIA,PILOSA,BRADYPODIDAE,Bradypus,Bradypus torquatus,EN,VU,VU,NA,NA,NA,NA,NA,NA,NA,EN,3,VU,3,2,1,non-genuine,check all changes
AVES,ANSERIFORMES,ANATIDAE,Branta,Branta ruficollis,EN,EN,NT,VU,NA,NA,NA,NA,NA,NA,EN,4,VU,3,2,1,genuine,check all changes
AMPHIBIA,ANURA,BREVICIPITIDAE,Breviceps,Breviceps bagginsi,VU,NT,NA,NA,NA,NA,NA,NA,NA,NA,VU,2,NT,2,1,1,non-genuine,No
MAMMALIA,RODENTIA,MURIDAE,Bunomys,Bunomys coelestis,CR,EN,NA,NA,NA,NA,NA,NA,NA,NA,CR,2,EN,4,3,1,non-genuine,No
AVES,CHARADRIIFORMES,BURHINIDAE,Burhinus,Burhinus grallarius,NT,LC,LC,NA,NA,NA,NA,NA,NA,NA,NT,3,LC,1,0,1,non-genuine,check all changes
AVES,CUCULIFORMES,CUCULIDAE,Cacomantis,Cacomantis aeruginosus,NT,NT,NT,LC,NA,NA,NA,NA,NA,NA,NT,4,LC,1,0,1,non-genuine,check all changes
MAMMALIA,RODENTIA,SCIURIDAE,Callosciurus,Callosciurus adamsi,VU,NT,NA,NA,NA,NA,NA,NA,NA,NA,VU,2,NT,2,1,1,genuine,No
AVES,PICIFORMES,CAPITONIDAE,Capito,Capito hypoleucus,EN,VU,VU,NA,NA,NA,NA,NA,NA,NA,EN,3,VU,3,2,1,non-genuine,check all changes
MAMMALIA,CARNIVORA,FELIDAE,Caracal,Caracal caracal,NT,LC,NA,NA,NA,NA,NA,NA,NA,NA,NT,2,LC,1,0,1,non-genuine,No
AVES,STRUTHIONIFORMES,CASUARIIDAE,Casuarius,Casuarius bennetti,NT,NT,NT,LC,LC,NA,NA,NA,NA,NA,NT,5,LC,1,0,1,non-genuine,check all changes
ACTINOPTERYGII,PERCIFORMES,EPINEPHELIDAE,Cephalopholis,Cephalopholis hemistiktos,NT,NT,LC,NA,NA,NA,NA,NA,NA,NA,NT,3,LC,1,0,1,non-genuine,check all changes
AVES,CORACIIFORMES,ALCEDINIDAE,Ceyx,Ceyx gentianus,NT,NT,LC,NA,NA,NA,NA,NA,NA,NA,NT,3,LC,1,0,1,non-genuine,check all changes
MAMMALIA,DIDELPHIMORPHIA,DIDELPHIDAE,Chacodelphys,Chacodelphys formosa,VU,NT,NA,NA,NA,NA,NA,NA,NA,NA,VU,2,NT,2,1,1,non-genuine,No
MAMMALIA,RODENTIA,HETEROMYIDAE,Chaetodipus,Chaetodipus goldmani,VU,NT,NA,NA,NA,NA,NA,NA,NA,NA,VU,2,NT,2,1,1,genuine,No
AVES,GALLIFORMES,CRACIDAE,Chamaepetes,Chamaepetes unicolor,NT,NT,NT,LC,NA,NA,NA,NA,NA,NA,NT,4,LC,1,0,1,non-genuine,check all changes
REPTILIA,SQUAMATA,CORDYLIDAE,Chamaesaura,Chamaesaura aenea,NT,LC,NA,NA,NA,NA,NA,NA,NA,NA,NT,2,LC,1,0,1,non-genuine,No
REPTILIA,SQUAMATA,CORDYLIDAE,Chamaesaura,Chamaesaura macrolepis,NT,LC,NA,NA,NA,NA,NA,NA,NA,NA,NT,2,LC,1,0,1,non-genuine,No
AVES,PASSERIFORMES,MUSCICAPIDAE,Chamaetylas,Chamaetylas choloensis,EN,EN,EN,EN,VU,NA,NA,NA,NA,NA,EN,5,VU,3,2,1,non-genuine,check all changes
MAMMALIA,RODENTIA,CHINCHILLIDAE,Chinchilla,Chinchilla chinchilla,CR,EN,NA,NA,NA,NA,NA,NA,NA,NA,CR,2,EN,4,3,1,non-genuine,No
MAMMALIA,RODENTIA,CHINCHILLIDAE,Chinchilla,Chinchilla lanigera,CR,EN,NA,NA,NA,NA,NA,NA,NA,NA,CR,2,EN,4,3,1,genuine,No
MAMMALIA,RODENTIA,MURIDAE,Chiropodomys,Chiropodomys karlkoopmani,EN,VU,NA,NA,NA,NA,NA,NA,NA,NA,EN,2,VU,3,2,1,non-genuine,No
AVES,PASSERIFORMES,FRINGILLIDAE,Chloris,Chloris monguilloti,NT,LC,LC,LC,NA,NA,NA,NA,NA,NA,NT,4,LC,1,0,1,non-genuine,check all changes
MAMMALIA,RODENTIA,MURIDAE,Chrotomys,Chrotomys mindorensis,NT,LC,NA,NA,NA,NA,NA,NA,NA,NA,NT,2,LC,1,0,1,non-genuine,No
AVES,PASSERIFORMES,NECTARINIIDAE,Cinnyris,Cinnyris ursulae,NT,NT,NT,LC,NA,NA,NA,NA,NA,NA,NT,4,LC,1,0,1,non-genuine,check all changes
AVES,PASSERIFORMES,CISTICOLIDAE,Cisticola,Cisticola aberdare,EN,EN,EN,VU,VU,NA,NA,NA,NA,NA,EN,5,VU,3,2,1,non-genuine,check all changes
AVES,PASSERIFORMES,MONARCHIDAE,Clytorhynchus,Clytorhynchus nigrogularis,VU,VU,NT,NT,NA,NA,NA,NA,NA,NA,VU,4,NT,2,1,1,non-genuine,check all changes
ACTINOPTERYGII,CYPRINIFORMES,COBITIDAE,Cobitis,Cobitis puncticulata,CR,EN,NA,NA,NA,NA,NA,NA,NA,NA,CR,2,EN,4,3,1,non-genuine,No
AVES,COLUMBIFORMES,COLUMBIDAE,Columba,Columba bollii,NT,LC,LC,LC,LC,NA,NA,NA,NA,NA,NT,5,LC,1,0,1,genuine,check all changes
AVES,COLUMBIFORMES,COLUMBIDAE,Columba,Columba trocaz,NT,LC,LC,LC,LC,LC,NA,NA,NA,NA,NT,6,LC,1,0,1,genuine,check all changes
AVES,PASSERIFORMES,THRAUPIDAE,Conothraupis,Conothraupis mesoleuca,CR,CR,CR,CR,CR,CR,EN,NA,NA,NA,CR,7,EN,4,3,1,non-genuine,check all changes
AMPHIBIA,ANURA,MICROHYLIDAE,Cophyla,Cophyla berara,CR,EN,NA,NA,NA,NA,NA,NA,NA,NA,CR,2,EN,4,3,1,non-genuine,No
AVES,CORACIIFORMES,CORACIIDAE,Coracias,Coracias garrulus,NT,NT,LC,LC,LC,NA,NA,NA,NA,NA,NT,5,LC,1,0,1,genuine,check all changes
REPTILIA,SQUAMATA,CORDYLIDAE,Cordylus,Cordylus imkeae,NT,LC,NA,NA,NA,NA,NA,NA,NA,NA,NT,2,LC,1,0,1,non-genuine,No
REPTILIA,SQUAMATA,CORDYLIDAE,Cordylus,Cordylus macropholis,NT,LC,NA,NA,NA,NA,NA,NA,NA,NA,NT,2,LC,1,0,1,non-genuine,No
REPTILIA,SQUAMATA,CORDYLIDAE,Cordylus,Cordylus niger,NT,LC,NA,NA,NA,NA,NA,NA,NA,NA,NT,2,LC,1,0,1,non-genuine,No
REPTILIA,SQUAMATA,CORDYLIDAE,Cordylus,Cordylus oelofseni,NT,LC,NA,NA,NA,NA,NA,NA,NA,NA,NT,2,LC,1,0,1,non-genuine,No
AVES,PASSERIFORMES,CORVIDAE,Corvus,Corvus palmarum,NT,NT,NT,NT,LC,NA,NA,NA,NA,NA,NT,5,LC,1,0,1,non-genuine,check all changes
ACTINOPTERYGII,GADIFORMES,MACROURIDAE,Coryphaenoides,Coryphaenoides rupestris,CR,EN,NA,NA,NA,NA,NA,NA,NA,NA,CR,2,EN,4,3,1,non-genuine,No
AVES,CUCULIFORMES,CUCULIDAE,Coua,Coua verreauxi,NT,NT,NT,NT,LC,NA,NA,NA,NA,NA,NT,5,LC,1,0,1,non-genuine,check all changes
AVES,GRUIFORMES,RALLIDAE,Crex,Crex crex,NT,LC,LC,LC,LC,NA,NA,NA,NA,NA,NT,5,LC,1,0,1,non-genuine,check all changes
AVES,PASSERIFORMES,FRINGILLIDAE,Crithagra,Crithagra melanochroa,NT,NT,NT,LC,NA,NA,NA,NA,NA,NA,NT,4,LC,1,0,1,non-genuine,check all changes
MAMMALIA,EULIPOTYPHLA,SORICIDAE,Crocidura,Crocidura glassi,VU,NT,NA,NA,NA,NA,NA,NA,NA,NA,VU,2,NT,2,1,1,non-genuine,No
MAMMALIA,EULIPOTYPHLA,SORICIDAE,Crocidura,Crocidura kivuana,VU,NT,NA,NA,NA,NA,NA,NA,NA,NA,VU,2,NT,2,1,1,non-genuine,No
MAMMALIA,EULIPOTYPHLA,SORICIDAE,Crocidura,Crocidura lanosa,EN,VU,NA,NA,NA,NA,NA,NA,NA,NA,EN,2,VU,3,2,1,non-genuine,No
MAMMALIA,EULIPOTYPHLA,SORICIDAE,Crocidura,Crocidura macmillani,VU,NT,NA,NA,NA,NA,NA,NA,NA,NA,VU,2,NT,2,1,1,non-genuine,No
MAMMALIA,EULIPOTYPHLA,SORICIDAE,Crocidura,Crocidura niobe,NT,LC,NA,NA,NA,NA,NA,NA,NA,NA,NT,2,LC,1,0,1,non-genuine,No
MAMMALIA,EULIPOTYPHLA,SORICIDAE,Crocidura,Crocidura telfordi,EN,VU,NA,NA,NA,NA,NA,NA,NA,NA,EN,2,VU,3,2,1,non-genuine,No
MAMMALIA,EULIPOTYPHLA,SORICIDAE,Crocidura,Crocidura usambarae,EN,VU,NA,NA,NA,NA,NA,NA,NA,NA,EN,2,VU,3,2,1,non-genuine,No
AVES,PSITTACIFORMES,PSITTACIDAE,Cyanoramphus,Cyanoramphus forbesi,EN,EN,VU,NA,NA,NA,NA,NA,NA,NA,EN,3,VU,3,2,1,genuine,check all changes
AVES,PSITTACIFORMES,PSITTACIDAE,Cyanoramphus,Cyanoramphus novaezelandiae,NT,NT,LC,LC,NA,NA,NA,NA,NA,NA,NT,4,LC,1,0,1,non-genuine,check all changes
AVES,PSITTACIFORMES,PSITTACIDAE,Cyclopsitta,Cyclopsitta coxeni,CR,CR,CR,EN,NA,NA,NA,NA,NA,NA,CR,4,EN,4,3,1,non-genuine,check all changes
CHONDRICHTHYES,SQUALIFORMES,DALATIIDAE,Dalatias,Dalatias licha,EN,VU,VU,NA,NA,NA,NA,NA,NA,NA,EN,3,VU,3,2,1,non-genuine,check all changes
MAMMALIA,CETARTIODACTYLA,MONODONTIDAE,Delphinapterus,Delphinapterus leucas,NT,LC,NA,NA,NA,NA,NA,NA,NA,NA,NT,2,LC,1,0,1,non-genuine,No
MAMMALIA,DIPROTODONTIA,MACROPODIDAE,Dendrolagus,Dendrolagus mbaiso,CR,EN,EN,NA,NA,NA,NA,NA,NA,NA,CR,3,EN,4,3,1,genuine,check all changes
AVES,PICIFORMES,PICIDAE,Dendropicos,Dendropicos dorae,VU,VU,VU,NT,NA,NA,NA,NA,NA,NA,VU,4,NT,2,1,1,non-genuine,check all changes
MAMMALIA,RODENTIA,MURIDAE,Desmomys,Desmomys yaldeni,EN,VU,NA,NA,NA,NA,NA,NA,NA,NA,EN,2,VU,3,2,1,non-genuine,No
AVES,PASSERIFORMES,DICAEIDAE,Dicaeum,Dicaeum proprium,NT,NT,NT,LC,NA,NA,NA,NA,NA,NA,NT,4,LC,1,0,1,non-genuine,check all changes
AVES,PASSERIFORMES,DICRURIDAE,Dicrurus,Dicrurus andamanensis,NT,NT,NT,LC,NA,NA,NA,NA,NA,NA,NT,4,LC,1,0,1,non-genuine,check all changes
AVES,PASSERIFORMES,DICRURIDAE,Dicrurus,Dicrurus waldenii,EN,VU,VU,VU,NA,NA,NA,NA,NA,NA,EN,4,VU,3,2,1,non-genuine,check all changes
AVES,PROCELLARIIFORMES,DIOMEDEIDAE,Diomedea,Diomedea amsterdamensis,CR,CR,CR,CR,CR,CR,CR,EN,NA,NA,CR,8,EN,4,3,1,non-genuine,check all changes
MAMMALIA,RODENTIA,HETEROMYIDAE,Dipodomys,Dipodomys stephensi,EN,VU,NA,NA,NA,NA,NA,NA,NA,NA,EN,2,VU,3,2,1,non-genuine,No
AVES,PASSERIFORMES,THAMNOPHILIDAE,Drymophila,Drymophila genei,NT,NT,LC,LC,NA,NA,NA,NA,NA,NA,NT,4,LC,1,0,1,non-genuine,check all changes
AVES,COLUMBIFORMES,COLUMBIDAE,Ducula,Ducula whartoni,VU,NT,NT,NT,NA,NA,NA,NA,NA,NA,VU,4,NT,2,1,1,genuine,check all changes
AMPHIBIA,ANURA,HYLIDAE,Duellmanohyla,Duellmanohyla soralia,CR,EN,NA,NA,NA,NA,NA,NA,NA,NA,CR,2,EN,4,3,1,genuine,No
