scientific_name,realm_type,realm,area_m2,prop_type
Globicephala melas,Marine,South-east Pacific,1.14204E+13,0.087504925
Globicephala melas,Marine,Southern Ocean,4.77068E+13,0.365535509
Glyphis gangeticus,Terrestrial,Indo-Malay,7355049852,0.971353443
Glyphis gangeticus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",5.6052E+11,1
Glyphis gangeticus,Terrestrial,Palearctic,216910596.4,0.028646557
Glyphis gangeticus,Freshwater,tropical and subtropical coastal rivers,1702092244,0.185271757
Glyphis gangeticus,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,7171815555,0.78064798
Glyphis gangeticus,Freshwater,xeric freshwaters and endorheic (closed) basins,313095488.6,0.034080263
Grampus griseus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.77451E+14,0.752843189
Grampus griseus,Marine,Mid-tropical North Pacific Ocean,3.26572E+13,0.138549359
Grampus griseus,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",1.14724E+13,0.048671996
Grampus griseus,Marine,North West Pacific,1.61486E+12,0.006851104
Grampus griseus,Marine,South-east Pacific,1.25124E+13,0.053084351
Gulo gulo,Terrestrial,Nearctic,4.61193E+12,0.36064367
Gulo gulo,Terrestrial,Palearctic,8.17613E+12,0.63935633
Halichoerus grypus,Marine,Inner Baltic Sea Inner,3.37248E+11,0.104531585
Halichoerus grypus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.33208E+12,0.412884092
Halichoerus grypus,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",1.55695E+12,0.482584323
Halichoerus grypus,Terrestrial,Nearctic,33479813504,0.462121446
Halichoerus grypus,Terrestrial,Palearctic,38968270919,0.537878554
Helarctos malayanus,Terrestrial,Indo-Malay,1.103E+12,0.995169185
Helarctos malayanus,Terrestrial,Palearctic,5354239093,0.004830815
Hexanchus griseus,Marine,Black Sea,3009741.5,2.46E-07
Hexanchus griseus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",7.86915E+12,0.642399045
Hexanchus griseus,Marine,Mid-tropical North Pacific Ocean,1.15221E+11,0.009406053
Hexanchus griseus,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",3.94208E+12,0.32181245
Hexanchus griseus,Marine,North West Pacific,2.25128E+11,0.018378356
Hexanchus griseus,Marine,South-east Pacific,98044147323,0.008003851
Hucho hucho,Terrestrial,Palearctic,1.43118E+11,1
Hucho hucho,Freshwater,temperate coastal rivers,484044971.6,0.003382133
Hucho hucho,Freshwater,temperate floodplain rivers and wetlands,1.42634E+11,0.996617867
Huso huso,Marine,Black Sea,684843444.3,1
Huso huso,Freshwater,large lakes,3.75144E+11,0.612315687
Huso huso,Freshwater,montane freshwaters,15717878547,0.025654959
Huso huso,Terrestrial,Palearctic,6.12574E+11,1
Huso huso,Freshwater,temperate coastal rivers,5136428.313,8.38E-06
Huso huso,Freshwater,temperate floodplain rivers and wetlands,2.18708E+11,0.356978463
Huso huso,Freshwater,xeric freshwaters and endorheic (closed) basins,3089364121,0.005042507
Hyaena hyaena,Terrestrial,Afrotropic,7.37682E+12,0.315920238
Hyaena hyaena,Terrestrial,Indo-Malay,2.56107E+12,0.109680483
Hyaena hyaena,Terrestrial,Palearctic,1.34124E+13,0.574399279
Parahyaena brunnea,Terrestrial,Afrotropic,2.29016E+12,1
Hydrurga leptonyx,Terrestrial,Antarctic,75196885411,1
Hydrurga leptonyx,Marine,Southern Ocean,1.73231E+13,1
Hyperoodon ampullatus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",2.09879E+13,0.882977166
Hyperoodon ampullatus,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",2.78157E+12,0.117022834
Hyperoodon planifrons,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",3.18346E+13,0.35958163
Hyperoodon planifrons,Marine,South-east Pacific,5.06628E+11,0.005722518
Hyperoodon planifrons,Marine,Southern Ocean,5.61911E+13,0.634695853
Inia geoffrensis,Freshwater,large river deltas,41312343177,0.061049681
Inia geoffrensis,Freshwater,montane freshwaters,30110515649,0.044496081
Inia geoffrensis,Terrestrial,Neotropic,6.76645E+11,1
Inia geoffrensis,Freshwater,tropical and subtropical coastal rivers,60744405.5,8.98E-05
Inia geoffrensis,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,3.91291E+11,0.578233828
Inia geoffrensis,Freshwater,tropical and subtropical upland rivers,2.13926E+11,0.316130645
Kogia breviceps,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.94778E+14,0.77013916
Kogia breviceps,Marine,Mid-tropical North Pacific Ocean,3.26572E+13,0.12912441
Kogia breviceps,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",3.67719E+12,0.014539332
Kogia breviceps,Marine,North West Pacific,2.03858E+12,0.008060384
Kogia breviceps,Marine,South-east Pacific,1.97618E+13,0.078136714
Kogia sima,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.86138E+14,0.783762556
Kogia sima,Marine,Mid-tropical North Pacific Ocean,2.99976E+13,0.126309647
Kogia sima,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",6.81419E+11,0.002869225
Kogia sima,Marine,North West Pacific,2.03858E+12,0.008583753
Kogia sima,Marine,South-east Pacific,1.86372E+13,0.078474818
Lagenodelphis hosei,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.51852E+14,0.868394585
Lagenodelphis hosei,Marine,Mid-tropical North Pacific Ocean,1.60031E+13,0.091516553
Lagenodelphis hosei,Marine,North West Pacific,1.59579E+12,0.009125838
Lagenodelphis hosei,Marine,South-east Pacific,5.41436E+12,0.030963025
Lagenorhynchus acutus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",7.10631E+12,0.749763823
Lagenorhynchus acutus,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",2.37175E+12,0.250236177
Lagenorhynchus albirostris,Marine,Inner Baltic Sea Inner,52877943.44,4.99E-06
Lagenorhynchus albirostris,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",7.90508E+12,0.745306886
Lagenorhynchus albirostris,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",2.70134E+12,0.254688129
Lagenorhynchus cruciger,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.17258E+13,0.187661332
Lagenorhynchus cruciger,Marine,South-east Pacific,2.31842E+12,0.037104285
Lagenorhynchus cruciger,Marine,Southern Ocean,4.84396E+13,0.775234383
Lagenorhynchus obliquidens,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",3.30153E+12,0.216752611
Lagenorhynchus obliquidens,Marine,Mid-tropical North Pacific Ocean,2.9733E+12,0.195203341
Lagenorhynchus obliquidens,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",8.459E+12,0.555350963
Lagenorhynchus obliquidens,Marine,North West Pacific,4.97975E+11,0.032693085
Lamna nasus,Marine,Inner Baltic Sea Inner,3.3761E+11,0.003367918
Lamna nasus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",4.93725E+13,0.49252767
Lamna nasus,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",5.11935E+12,0.051069331
Lamna nasus,Marine,South-east Pacific,6.42037E+12,0.064048048
Lamna nasus,Marine,Southern Ocean,3.89933E+13,0.388987032
Leptonychotes weddellii,Terrestrial,Antarctic,75196885411,1
Leptonychotes weddellii,Marine,Southern Ocean,1.73231E+13,1
Lissodelphis borealis,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.18327E+12,0.118312554
Lissodelphis borealis,Marine,Mid-tropical North Pacific Ocean,4.64721E+12,0.46466237
Lissodelphis borealis,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",4.17078E+12,0.417025076
Lobodon carcinophaga,Terrestrial,Antarctic,1.67443E+11,1
Lobodon carcinophaga,Marine,Southern Ocean,1.64556E+13,1
Lontra provocax,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",4970124632,1
Lontra provocax,Terrestrial,Neotropic,69199827862,1
Lontra provocax,Freshwater,temperate coastal rivers,61201000409,1
Lycaon pictus,Terrestrial,Afrotropic,1.23791E+12,0.972901641
Lycaon pictus,Terrestrial,Palearctic,34479546191,0.027098359
Lynx canadensis,Terrestrial,Nearctic,8.11771E+12,1
Lynx lynx,Terrestrial,Indo-Malay,37922403159,0.001861201
Lynx lynx,Terrestrial,Palearctic,2.03373E+13,0.998138799
Lynx pardinus,Terrestrial,Palearctic,453228511.4,1
Lynx rufus,Terrestrial,Nearctic,9.53343E+12,0.968201252
Lynx rufus,Terrestrial,Neotropic,3.13107E+11,0.031798748
Megaptera novaeangliae,Marine,Black Sea,4698254715,1.38E-05
Megaptera novaeangliae,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",2.12889E+14,0.623610977
Megaptera novaeangliae,Marine,Mid-tropical North Pacific Ocean,3.26572E+13,0.095662205
Megaptera novaeangliae,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",1.51644E+13,0.044420837
Megaptera novaeangliae,Marine,North West Pacific,2.03858E+12,0.00597156
Megaptera novaeangliae,Marine,South-east Pacific,2.18805E+13,0.064094127
Megaptera novaeangliae,Marine,Southern Ocean,5.67466E+13,0.166226532
Melanosuchus niger,Freshwater,large river deltas,4.10431E+11,0.069827807
Melanosuchus niger,Freshwater,montane freshwaters,3.59438E+11,0.061152228
Melanosuchus niger,Terrestrial,Neotropic,5.87802E+12,1
Melanosuchus niger,Freshwater,tropical and subtropical coastal rivers,58054453650,0.009876982
Melanosuchus niger,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,2.21922E+12,0.377562732
Melanosuchus niger,Freshwater,tropical and subtropical upland rivers,2.81721E+12,0.479300382
Melanosuchus niger,Freshwater,xeric freshwaters and endorheic (closed) basins,13400504437,0.002279869
Melursus ursinus,Terrestrial,Indo-Malay,5.31314E+11,1
Mesoplodon bidens,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.23658E+13,0.861240934
Mesoplodon bidens,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",1.99232E+12,0.138759066
Mesoplodon bowdoini,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",2.80244E+13,0.497856696
Mesoplodon bowdoini,Marine,South-east Pacific,2.78239E+11,0.004942948
Mesoplodon bowdoini,Marine,Southern Ocean,2.79875E+13,0.497200355
Mesoplodon carlhubbsi,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.9106E+12,0.142033675
Mesoplodon carlhubbsi,Marine,Mid-tropical North Pacific Ocean,9.96996E+12,0.741165292
Mesoplodon carlhubbsi,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",1.57118E+12,0.116801033
Mesoplodon densirostris,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.88482E+14,0.785863456
Mesoplodon densirostris,Marine,Mid-tropical North Pacific Ocean,3.09555E+13,0.129066851
Mesoplodon densirostris,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",1.22535E+12,0.005109016
Mesoplodon densirostris,Marine,North West Pacific,1.57909E+12,0.006583898
Mesoplodon densirostris,Marine,South-east Pacific,1.75988E+13,0.073376779
Mesoplodon europaeus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",4.54006E+13,0.991168691
Mesoplodon europaeus,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",4.04519E+11,0.008831309
Mesoplodon ginkgodens,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",8.36374E+13,0.780418551
Mesoplodon ginkgodens,Marine,Mid-tropical North Pacific Ocean,1.47309E+13,0.13745388
Mesoplodon ginkgodens,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",2.67217E+11,0.002493393
Mesoplodon ginkgodens,Marine,North West Pacific,2.0386E+12,0.019022134
Mesoplodon ginkgodens,Marine,South-east Pacific,6.49579E+12,0.060612041
Mesoplodon grayi,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",3.12695E+13,0.335562389
Mesoplodon grayi,Marine,South-east Pacific,1.08441E+13,0.116371444
Mesoplodon grayi,Marine,Southern Ocean,5.10718E+13,0.548066167
Mesoplodon hectori,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",3.48136E+13,0.552689127
Mesoplodon hectori,Marine,South-east Pacific,7.06914E+12,0.11222725
Mesoplodon hectori,Marine,Southern Ocean,2.11068E+13,0.335083623
Mesoplodon layardii,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",3.85036E+13,0.442620617
Mesoplodon layardii,Marine,South-east Pacific,3.40161E+12,0.039103477
Mesoplodon layardii,Marine,Southern Ocean,4.50848E+13,0.518275906
Mesoplodon mirus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",3.58727E+13,0.987545814
Mesoplodon mirus,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",2.83289E+11,0.007798714
Mesoplodon mirus,Marine,Southern Ocean,1.69111E+11,0.004655472
Mesoplodon peruvianus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.57075E+13,0.71641343
Mesoplodon peruvianus,Marine,Mid-tropical North Pacific Ocean,9.79636E+11,0.044680954
Mesoplodon peruvianus,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",26401003417,0.001204143
Mesoplodon peruvianus,Marine,South-east Pacific,5.21164E+12,0.237701473
Mesoplodon stejnegeri,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.0408E+12,0.135256145
Mesoplodon stejnegeri,Marine,Mid-tropical North Pacific Ocean,1.32302E+11,0.01719314
Mesoplodon stejnegeri,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",6.52194E+12,0.847550715
Mirounga angustirostris,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",2.25848E+11,0.021831032
Mirounga angustirostris,Marine,Mid-tropical North Pacific Ocean,4.72766E+12,0.456987108
Mirounga angustirostris,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",5.39177E+12,0.52118186
Mirounga angustirostris,Terrestrial,Nearctic,57932202520,0.998210068
Mirounga angustirostris,Terrestrial,Neotropic,103880662.7,0.001789932
Mirounga leonina,Terrestrial,Afrotropic,82135547.75,0.000842367
Mirounga leonina,Terrestrial,Antarctic,90174701167,0.924815497
Mirounga leonina,Terrestrial,Australasia,219086706.5,0.002246914
Mirounga leonina,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.22573E+13,0.182314053
Mirounga leonina,Terrestrial,Neotropic,7029688684,0.072095221
Mirounga leonina,Marine,South-east Pacific,1.54083E+11,0.002291808
Mirounga leonina,Marine,Southern Ocean,5.48206E+13,0.815394139
Monachus monachus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",29518700037,0.103473081
Monachus monachus,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",2.5576E+11,0.896526919
Monachus monachus,Terrestrial,Palearctic,5754854585,1
Neomonachus schauinslandi,Marine,Mid-tropical North Pacific Ocean,2.83767E+11,1
Neomonachus schauinslandi,Terrestrial,Oceania,290414451.8,1
Monodon monoceros,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.67672E+11,0.16185076
Monodon monoceros,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",8.68293E+11,0.83814924
Mycteroperca jordani,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",2.99372E+11,0.999906119
Mycteroperca jordani,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",28107910.19,9.39E-05
Mycteroperca rubra,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",9.77961E+11,0.633429257
Mycteroperca rubra,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",5.65954E+11,0.366570743
Neofelis nebulosa,Terrestrial,Indo-Malay,1.2491E+12,0.713123026
Neofelis nebulosa,Terrestrial,Palearctic,5.02491E+11,0.286876974
Neophoca cinerea,Terrestrial,Australasia,1187557540,1
Neophoca cinerea,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",4.25379E+11,1
Odobenus rosmarus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",85546419389,0.027447022
Odobenus rosmarus,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",3.03124E+12,0.972552978
